SamplesperPixel,ScanningSequence,SequenceVariant,ScanOptions,MRAcquisitionType,RepetitionTime,EchoTime,EchoTrainLength,InversionTime,AngioFlag,NumberofAverages,ImagingFrequency,MagneticFieldstrength,SpacingBetweenSlices,PercentSampling,PercentPhaseFieldofView,PixelBandwidth,ReconstructionDiameter,PhaseEncodingDirection,FlipAngle,SAR,VariableFlipAngleFlag,SeriesDescription,SHStationName
1,IR,SK,NULL,2D,10002,129.904,1,2200,N,0.5,63.855666,1.5,4,64.5833,100,162.734,200,ROW,90,0.3246,N,AX FLAIR,MR1EL2
1,NULL,NONE,NULL,2D,10000,94.6,1,0,N,1,63.855668,1.5,2.2,100,100,1953.12,220,COL,90,0.162019,N,ADC,MR1EL2
1,GR,NULL,NULL,3D,32,8,1,0,N,1,63.855663,1.5,1.5,100,75,81.4062,220,ROW,25,0.109169,N,3D SPGR CORONAL,MR1EL2
1,NULL,NONE,NULL,2D,10000,93.7,1,0,N,1,63.857287,1.5,2.2,100,100,1953.12,220,COL,90,0.145027,N,ZERO-B,MR1EL2
1,SE,OSP,NULL,2D,566.664,14,1,0,N,0.5,63.85728,1.5,5,58.3333,100,122.109,220,ROW,90,0.523206,N,SAG T1,MR1EL2
1,SE,NONE,NULL,2D,500,14,1,0,N,2,63.857294,1.5,4,100,75,122.109,220,ROW,90,0.466154,N,O-AX T1 pre,MR1EL2
1,SE,NONE,NULL,2D,500,20,1,0,N,2,63.857287,1.5,5,100,100,122.109,200,ROW,90,0.308485,N,O - Sag T1 Post,MR1EL2
1,SE,NONE,NULL,2D,500,20,1,0,N,2,63.857287,1.5,5,100,75,122.109,220,ROW,90,0.379667,N,O - COR T1 Post,MR1EL2
1,SE,SK,NULL,2D,550,13.24,2,0,N,1,63.857287,1.5,5,100,75,122.109,210,ROW,90,0.4162,N,O - Ax T1 POST,MR1EL2
1,NULL,NONE,NULL,2D,10000,93.7,1,0,N,1,63.857287,1.5,2.2,100,100,1953.12,220,COL,90,0.145027,N,ISO DIFFUSION TRUE AXIAL,MR1EL2
3,NULL,NONE,NULL,2D,10000,93.7,1,0,N,1,63.857287,1.5,2.2,100,100,1953.12,220,COL,90,0.145027,N,FA (color),MR1EL2
1,NULL,NONE,NULL,2D,10000,93.7,1,0,N,1,63.857287,1.5,2.2,100,100,1953.12,220,COL,90,0.145027,N,FA,MR1EL2
1,NULL,NONE,NULL,2D,10000,93.7,1,0,N,1,63.857287,1.5,2.2,100,100,1953.12,220,COL,90,0.145027,N,EXP,MR1EL2
1,NULL,NONE,NULL,2D,10000,93.7,1,0,N,1,63.857287,1.5,2.2,100,100,1953.12,220,COL,90,0.145027,N,DWI,MR1EL2
1,GR,NULL,FAST_GEMS,2D,150,1.484,1,0,N,1,63.857261,1.5,6,100,100,976.562,300,COL,70,0.653974,N,Calibration Scan,MR1EL2
1,SE,SK,NULL,2D,5100,95.68,12,0,N,2,63.85728,1.5,4,100,80,44.375,200,ROW,90,0.4026,N,AX T2,MR1EL2
1,IR,SK,NULL,2D,10002,129.996,1,2200,N,0.5,63.85728,1.5,4,64.5833,100,162.734,200,ROW,90,0.3054,N,AX FLAIR,MR1EL2
1,NULL,NONE,NULL,2D,10000,93.7,1,0,N,1,63.857287,1.5,2.2,100,100,1953.12,220,COL,90,0.145027,N,ADC,MR1EL2
1,GR,NULL,NULL,3D,32,8,1,0,N,1,63.85728,1.5,1.5,100,75,81.4062,220,ROW,25,0.102774,N,3D SPGR CORONAL,MR1EL2
1,NULL,NONE,NULL,2D,8000,86.5,1,0,N,1,63.85727,1.5,2.2,100,100,1953.12,220,COL,90,0.402578,N,ZERO-B,MR1EL2
1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Screen Save,MR1EL2
1,SE,OSP,NULL,2D,650,14,1,0,N,0.5,63.857273,1.5,5,58.3333,100,122.109,220,ROW,90,1.17443,N,SAG T1,MR1EL2
1,NULL,NONE,NULL,2D,8000,86.5,1,0,N,1,63.85727,1.5,2.2,100,100,1953.12,220,COL,90,0.402578,N,ISO DIFFUSION TRUE AXIAL,MR1EL2
3,NULL,NONE,NULL,2D,8000,86.5,1,0,N,1,63.85727,1.5,2.2,100,100,1953.12,220,COL,90,0.402578,N,FA (color),MR1EL2
1,NULL,NONE,NULL,2D,8000,86.5,1,0,N,1,63.85727,1.5,2.2,100,100,1953.12,220,COL,90,0.402578,N,FA,MR1EL2
1,NULL,NONE,NULL,2D,8000,86.5,1,0,N,1,63.85727,1.5,2.2,100,100,1953.12,220,COL,90,0.402578,N,EXP,MR1EL2
1,NULL,NONE,NULL,2D,8000,86.5,1,0,N,1,63.85727,1.5,2.2,100,100,1953.12,220,COL,90,0.402578,N,DWI,MR1EL2
1,GR,NULL,FAST_GEMS,2D,150,1.448,1,0,N,1,63.857258,1.5,6,100,100,976.562,300,COL,70,1.46486,N,Calibration Scan,MR1EL2
1,SE,SK,NULL,2D,4916.66,94.48,12,0,N,2,63.857273,1.5,4,100,90,44.375,200,ROW,90,1.0807,N,AX T2,MR1EL2
1,IR,SK,NULL,2D,10002,128.248,1,2200,N,0.5,63.857273,1.5,4,64.5833,100,162.734,200,ROW,90,0.7025,N,AX FLAIR,MR1EL2
1,NULL,NONE,NULL,2D,8000,86.5,1,0,N,1,63.85727,1.5,2.2,100,100,1953.12,220,COL,90,0.402578,N,ADC,MR1EL2
1,GR,NULL,NULL,3D,32,8,1,0,N,1,63.85727,1.5,1.5,100,75,81.4062,220,ROW,25,0.236374,N,3D SPGR CORONAL,MR1EL2
1,GR,NULL,NULL,3D,32,8,1,0,N,1,63.857273,1.5,1.5,100,75,81.4062,220,ROW,25,0.236374,N,3D SPGR CORONAL,MR1EL2
1,NULL,NONE,NULL,2D,5000,97,1,0,N,1,63.857262,1.5,6,100,100,1953.12,220,COL,90,0.300533,N,ZERO-B,MR1EL2
1,GR,SS,NULL,2D,650,25,1,0,N,2,63.857274,1.5,4,100,75,122.109,200,ROW,20,0.209464,N,SUSCEPTIBILITY-OPTIONAL,MR1EL2
1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Screen Save,MR1EL2
1,SE,OSP,NULL,2D,500,14,1,0,N,0.5,63.857246,1.5,5,58.3333,100,122.109,220,ROW,90,1.5177,N,SAG T1,MR1EL2
3,NULL,NONE,NULL,2D,5000,97,1,0,N,1,63.857262,1.5,6,100,100,1953.12,220,COL,90,0.300533,N,FA (color),MR1EL2
1,NULL,NONE,NULL,2D,5000,97,1,0,N,1,63.857262,1.5,6,100,100,1953.12,220,COL,90,0.300533,N,FA,MR1EL2
1,NULL,NONE,NULL,2D,5000,97,1,0,N,1,63.857262,1.5,6,100,100,1953.12,220,COL,90,0.300533,N,EXP,MR1EL2
1,NULL,NONE,NULL,2D,5000,97,1,0,N,1,63.857262,1.5,6,100,100,1953.12,220,COL,90,0.300533,N,DWI,MR1EL2
1,SE,SK,NULL,2D,4166.66,95.92,12,0,N,2,63.857243,1.5,3,100,75,44.375,200,ROW,90,0.6957,N,cor T2-3 skip 0,MR1EL2
1,GR,NULL,FAST_GEMS,2D,150,1.372,1,0,N,1,63.857215,1.5,8,100,100,976.562,300,ROW,70,1.4294,N,Calibration Scan,MR1EL2
1,SE,SK,NULL,2D,3433.33,95.72,12,0,N,2,63.857243,1.5,3,100,75,44.375,200,ROW,90,1.5609,N,AX T2-3 skip 0,MR1EL2
1,SE,SK,NULL,2D,4150,94.6,12,0,N,2,63.857246,1.5,4,100,75,44.375,200,ROW,90,1.5073,N,AX T2,MR1EL2
1,IR,SK,NULL,2D,10002,124.908,1,2200,N,0.5,63.857246,1.5,4,64.5833,100,162.734,200,ROW,90,0.9365,N,AX FLAIR,MR1EL2
1,NULL,NONE,NULL,2D,5000,97,1,0,N,1,63.857262,1.5,6,100,100,1953.12,220,COL,90,0.300533,N,Ax DIFF,MR1EL2
1,GR,SS,NULL,3D,6.758,2.492,1,0,N,4,63.85722,1.5,0.399998,100,100,244.141,180,ROW,65,1.63447,N,Ax 3D FIESTA Hi Res,MR1EL2
1,GR,SS,NULL,3D,6.758,2.492,1,0,N,4,63.857243,1.5,0.4,100,100,244.141,180,ROW,65,1.63447,N,Ax 3D FIESTA Hi Res,MR1EL2
1,NULL,NONE,NULL,2D,5000,97,1,0,N,1,63.857262,1.5,6,100,100,1953.12,220,COL,90,0.300533,N,ADC,MR1EL2
1,GR,NULL,NULL,3D,32,8,1,0,N,1,63.857246,1.5,1.5,100,75,81.4062,220,ROW,25,0.313014,N,3D SPGR CORONAL,MR1EL2
1,NULL,NONE,NULL,2D,10000,96.6,1,0,N,1,63.857256,1.5,2.2,100,100,1953.12,220,COL,90,0.149877,N,ZERO-B,MR1EL2
1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Screen Save,MR1EL2
1,SE,OSP,NULL,2D,616.664,14,1,0,N,0.5,63.857249,1.5,5,58.3333,100,122.109,220,ROW,90,0.518569,N,SAG T1,MR1EL2
1,NULL,NONE,NULL,2D,10000,96.6,1,0,N,1,63.857256,1.5,2.2,100,100,1953.12,220,COL,90,0.149877,N,ISODIFFUSION,MR1EL2
3,NULL,NONE,NULL,2D,10000,96.6,1,0,N,1,63.857256,1.5,2.2,100,100,1953.12,220,COL,90,0.149877,N,FA (color),MR1EL2
1,NULL,NONE,NULL,2D,10000,96.6,1,0,N,1,63.857256,1.5,2.2,100,100,1953.12,220,COL,90,0.149877,N,FA,MR1EL2
1,NULL,NONE,NULL,2D,10000,96.6,1,0,N,1,63.857256,1.5,2.2,100,100,1953.12,220,COL,90,0.149877,N,EXP,MR1EL2
1,NULL,NONE,NULL,2D,10000,96.6,1,0,N,1,63.857256,1.5,2.2,100,100,1953.12,220,COL,90,0.149877,N,DWI,MR1EL2
1,GR,NULL,FAST_GEMS,2D,150,1.388,1,0,N,1,63.857242,1.5,8,100,100,976.562,300,ROW,70,0.47286,N,Calibration Scan,MR1EL2
1,SE,SK,NULL,2D,4450,95.72,12,0,N,2,63.857249,1.5,4,100,80,44.375,200,ROW,90,0.4898,N,AX T2,MR1EL2
1,IR,SK,NULL,2D,10002,127.008,1,2200,N,0.5,63.857252,1.5,4,64.5833,100,162.734,200,ROW,90,0.2304,N,AX FLAIR,MR1EL2
1,NULL,NONE,NULL,2D,10000,96.6,1,0,N,1,63.857256,1.5,2.2,100,100,1953.12,220,COL,90,0.149877,N,ADC,MR1EL2
1,GR,NULL,NULL,3D,32,8,1,0,N,1,63.857249,1.5,1.5,100,75,81.4062,220,ROW,25,0.10267,N,3D SPGR CORONAL,MR1EL2
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PhoenixZIPReport,MR3EL2
1,NULL,NULL,NULL,3D,5000,352,147,1800,N,1,123.255661,3,NULL,100.7463,100,790,NULL,ROW,120,0.386596699,Y,Sag T2_FLAIR_SPACE_irprep_ns_p2_da-fl_iso,MR3EL2
1,NULL,NULL,IR,3D,2530,3.39,1,1100,N,1,123.255663,3,NULL,100,100,195,NULL,ROW,7,0.119675836,N,Sag MPRAGE_p2_1mm_pre,MR3EL2
1,EP,NULL,NULL,2D,10330,111,1,NULL,N,1,123.255666,3,2,100,100,1445,NULL,COL,90,0.510803301,N,LOWB,MR3EL2
1,EP,NULL,NULL,2D,10330,111,1,NULL,N,1,123.255666,3,2,100,100,1445,NULL,COL,90,0.507587762,N,LOWB,MR3EL2
1,GR,SP,NULL,2D,80,5,1,NULL,N,1,123.255665,3,12,50,100,300,NULL,ROW,40,0.020494538,N,LOCALIZER,MR3EL2
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FA color,MR3EL2
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FA color,MR3EL2
1,EP,NULL,NULL,2D,10330,111,1,NULL,N,1,123.255666,3,2,100,100,1445,NULL,COL,90,0.510803301,N,FA,MR3EL2
1,EP,NULL,NULL,2D,10330,111,1,NULL,N,1,123.255666,3,2,100,100,1445,NULL,COL,90,0.507587762,N,FA,MR3EL2
1,EP,NULL,NULL,2D,10330,111,1,NULL,N,1,123.255666,3,2,100,100,1445,NULL,COL,90,0.510803301,N,EXP,MR3EL2
1,EP,NULL,NULL,2D,10330,111,1,NULL,N,1,123.255666,3,2,100,100,1445,NULL,COL,90,0.507587762,N,EXP,MR3EL2
1,EP,NULL,NULL,2D,10330,111,1,NULL,N,1,123.255666,3,2,100,100,1445,NULL,COL,90,0.510803301,N,DWI,MR3EL2
1,EP,NULL,NULL,2D,10330,111,1,NULL,N,1,123.255666,3,2,100,100,1445,NULL,COL,90,0.507587762,N,DWI,MR3EL2
1,NULL,NULL,IR,3D,2530,3.39,1,1100,N,1,123.255663,3,NULL,100,100,195,NULL,ROW,7,0.119675836,N,Cor MPRAGE (mpr),MR3EL2
1,NULL,NULL,NULL,3D,5000,352,147,1800,N,1,123.255661,3,NULL,100.7463,100,790,NULL,ROW,120,0.386596699,Y,Cor FLAIR (mpr),MR3EL2
1,NULL,NULL,IR,3D,2530,3.39,1,1100,N,1,123.255663,3,NULL,100,100,195,NULL,ROW,7,0.119675836,N,Axial MPRAGE (mpr),MR3EL2
1,NULL,NULL,NULL,3D,5000,352,147,1800,N,1,123.255661,3,NULL,100.7463,100,790,NULL,ROW,120,0.386596699,Y,Axial FLAIR (mpr),MR3EL2
1,SE,NULL,NULL,2D,6380,97,11,NULL,N,2,123.255662,3,4,75,84.375,150,NULL,ROW,150,0.638462621,N,Ax T2 4mm,MR3EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255664,3,NULL,95,75,120,NULL,ROW,15,0.037752625,N,Ax SWI_t2_fl3d_pat2,MR3EL2
1,EP,NULL,NULL,2D,10330,111,1,NULL,N,1,123.255666,3,2.000000019,100,100,1445,NULL,COL,90,0.510803301,N,AX DIFFUSION_60 dir_b=3000,MR3EL2
1,EP,NULL,NULL,2D,10330,111,1,NULL,N,1,123.255666,3,2.000000019,100,100,1445,NULL,COL,90,0.507587762,N,AX DIFFUSION_12 dir_b=1000,MR3EL2
1,EP,NULL,NULL,2D,10330,111,1,NULL,N,1,123.255666,3,2,100,100,1445,NULL,COL,90,0.510803301,N,ADC,MR3EL2
1,EP,NULL,NULL,2D,10330,111,1,NULL,N,1,123.255666,3,2,100,100,1445,NULL,COL,90,0.507587762,N,ADC,MR3EL2
1,SE,NONE,NULL,2D,450,14,1,0,N,1,63.857287,1.5,5,100,100,122.109,200,ROW,90,0.459535,N,SAG T1,MR1EL2
1,NULL,NONE,NULL,2D,10000,91.3,1,0,N,1,63.85729,1.5,2.2,100,100,1953.12,220,COL,90,0.155562,N,ISO DIFFUSION TRUE AXIAL,MR1EL2
1,IR,SK,NULL,2D,10002,131.284,1,2200,N,0.5,63.857287,1.5,5,64.5833,100,162.734,200,ROW,90,0.3848,N,CORONAL flair,MR1EL2
1,SE,SK,NULL,2D,6000,136.8,13,0,N,3,63.85729,1.5,5,100,100,48.8281,200,ROW,90,0.3724,N,COR FSE T2(GENERALIZED-SEIZUR,MR1EL2
1,SE,SK,NULL,2D,4200,109.44,12,0,N,2,63.857287,1.5,5,100,80,48.8281,200,ROW,90,0.3934,N,COR FSE T2(GENERALIZED-SEIZUR,MR1EL2
1,GR,NULL,FAST_GEMS,2D,150,1.484,1,0,N,1,63.85729,1.5,6,100,100,976.562,300,ROW,70,0.713785,N,Calibration Scan,MR1EL2
1,IR,SK,NULL,2D,10002,130.272,1,2200,N,0.5,63.85728,1.5,5,64.5833,100,162.734,200,ROW,90,0.3889,N,axial flair,MR1EL2
1,SE,SK,NULL,2D,4100,95.64,12,0,N,2,63.857287,1.5,4,100,75,44.375,200,ROW,90,0.5352,N,AX T2,MR1EL2
1,GR,NULL,NULL,3D,33.333,8,1,0,N,1,63.857287,1.5,1.5,100,75,81.4062,220,ROW,25,0.111018,N,3D SPGR CORONAL,MR1EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255253,3,NULL,95,75,120,NULL,ROW,15,0.040074365,N,SWI_Images,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255259,3,NULL,100,100,651,NULL,ROW,7,0.126986812,N,Sag T1 MEMPRAGE 1mm (reformat into sag&ax) RMS,MR3EL2
1,NULL,NULL,IR,3D,2530,3.5,1,1200,N,1,123.255259,3,NULL,100,100,651,NULL,ROW,7,0.126986812,N,Sag T1 MEMPRAGE 1mm (reformat into sag&ax),MR3EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255253,3,NULL,95,75,120,NULL,ROW,15,0.040074365,N,mIP_Images(SW),MR3EL2
1,EP,NULL,NULL,2D,10303.7,111,1,NULL,N,1,123.255258,3,2,100,100,1447,NULL,COL,90,0.53643915,N,LOWB,MR3EL2
1,GR,SP,NULL,2D,80,5,1,NULL,N,1,123.255342,3,12,50,100,300,NULL,ROW,40,0.021746547,N,LOCALIZER,MR3EL2
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FA color,MR3EL2
1,EP,NULL,NULL,2D,10303.7,111,1,NULL,N,1,123.255258,3,2,100,100,1447,NULL,COL,90,0.53643915,N,FA,MR3EL2
1,EP,NULL,NULL,2D,10303.7,111,1,NULL,N,1,123.255258,3,2,100,100,1447,NULL,COL,90,0.53643915,N,EXP,MR3EL2
1,EP,NULL,NULL,2D,10303.7,111,1,NULL,N,1,123.255258,3,2,100,100,1447,NULL,COL,90,0.53643915,N,DWI,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255259,3,NULL,100,100,651,NULL,ROW,7,0.126986812,N,coronal mpr rfmt,MR3EL2
1,SE,NULL,NULL,2D,6500,92,11,NULL,N,2,123.255265,3,3,75,100,89,NULL,COL,150,0.556268421,N,Cor T2 3 mm over 24 months,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255259,3,NULL,100,100,651,NULL,ROW,7,0.126986812,N,axial mpr rfmt,MR3EL2
1,SE,NULL,NULL,2D,4100,97,11,NULL,N,2,123.255249,3,3,75,84.375,150,NULL,ROW,150,0.715957006,N,Ax T2 3 mm use for pts over 24 months,MR3EL2
1,NULL,NULL,NULL,2D,9000,87,13,2700,N,1,123.255347,3,4,70,87.5,230,NULL,ROW,150,0.958185112,N,Ax FLAIR T2,MR3EL2
1,EP,NULL,NULL,2D,10303.7,111,1,NULL,N,1,123.255258,3,2.000000031,100,100,1447,NULL,COL,90,0.53643915,N,AX DIFFUSION_12 dir_b=1000,MR3EL2
1,EP,NULL,NULL,2D,10303.7,111,1,NULL,N,1,123.255258,3,2,100,100,1447,NULL,COL,90,0.53643915,N,ADC,MR3EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255434,3,NULL,95,75,120,NULL,ROW,15,0.035785981,N,SWI_Images,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255438,3,NULL,100,100,651,NULL,ROW,7,0.113360017,N,Sag T1 MEMPRAGE 1 mm 4e nomoco RMS,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,1,123.255438,3,NULL,100,100,651,NULL,ROW,7,0.113360017,N,Sag T1 MEMPRAGE 1 mm 4e nomoco,MR3EL2
1,GR,SS,PFP,3D,12.19,6.1,1,NULL,N,1,123.255391,3,NULL,60,93.75,130,NULL,ROW,50,0.740287092,N,SAG CISS MPR,MR3EL2
1,SE,NULL,NULL,2D,550,9.1,1,NULL,N,1,123.255457,3,3,100,87.5,201,NULL,ROW,90,1.113133677,N,Pre Ax T1,MR3EL2
1,NULL,NULL,IR,2D,9400,90,15,2500,N,1,123.25544,3,4,80,76.5625,250,NULL,ROW,120,0.674768185,N,o-Cor FLAIR T2 4mm non-focal,MR3EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255434,3,NULL,95,75,120,NULL,ROW,15,0.035785981,N,mIP_Images(SW),MR3EL2
1,EP,NULL,NULL,2D,11364.4,111,1,NULL,N,1,123.255434,3,2,100,100,1447,NULL,COL,90,0.479255725,N,LOWB,MR3EL2
1,GR,SP,NULL,2D,80,5,1,NULL,N,1,123.255457,3,12,50,100,300,NULL,ROW,40,0.019412951,N,LOCALIZER,MR3EL2
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FA color,MR3EL2
1,EP,NULL,NULL,2D,11364.4,111,1,NULL,N,1,123.255434,3,2,100,100,1447,NULL,COL,90,0.479255725,N,FA,MR3EL2
1,EP,NULL,NULL,2D,11364.4,111,1,NULL,N,1,123.255434,3,2,100,100,1447,NULL,COL,90,0.479255725,N,EXP,MR3EL2
1,EP,NULL,NULL,2D,11364.4,111,1,NULL,N,1,123.255434,3,2,100,100,1447,NULL,COL,90,0.479255725,N,DWI,MR3EL2
1,SE,NULL,NULL,2D,9640,92,11,NULL,N,2,123.255436,3,3,75,79.01785737,89,NULL,ROW,150,0.502242213,N,Cor T2 3 mm over 24 months,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255438,3,NULL,100,100,651,NULL,ROW,7,0.113360017,N,COR MPRAGE MPR,MR3EL2
1,GR,SS,PFP,3D,12.19,6.1,1,NULL,N,1,123.255391,3,NULL,60,93.75,130,NULL,ROW,50,0.740287092,N,COR CISS MPR,MR3EL2
1,GR,SS,PFP,3D,12.19,6.1,1,NULL,N,1,123.255391,3,NULL,60,93.75,130,NULL,ROW,50,0.740287092,N,CISS,MR3EL2
1,SE,NULL,NULL,2D,5000,97,11,NULL,N,2,123.255434,3,3,75,84.375,150,NULL,ROW,150,0.567470918,N,Ax T2 3 mm,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255438,3,NULL,100,100,651,NULL,ROW,7,0.113360017,N,AX MPRAGE MPR,MR3EL2
1,NULL,NULL,NULL,2D,9000,87,13,2700,N,1,123.255455,3,6.2,70,87.5,230,NULL,ROW,150,0.585246053,N,Ax FLAIR T2,MR3EL2
1,EP,NULL,NULL,2D,11364.4,111,1,NULL,N,1,123.255434,3,1.99999998,100,100,1447,NULL,COL,90,0.479255725,N,AX DIFFUSION_12 dir_b=1000,MR3EL2
1,EP,NULL,NULL,2D,11364.4,111,1,NULL,N,1,123.255434,3,2,100,100,1447,NULL,COL,90,0.479255725,N,ADC,MR3EL2
1,SE,SK,NULL,2D,6016.66,94.6,12,0,N,2,63.857285,1.5,4,100,80,44.375,200,ROW,90,0.653,N,AX T2,MR1EL2
1,SE,SK,NULL,2D,516.664,12.992,2,0,N,1,63.857285,1.5,4,100,75,122.109,200,ROW,90,0.5899,N,Ax T1 POST,MR1EL2
1,NULL,NONE,NULL,2D,9000,86.5,1,0,N,1,63.857326,1.5,2.2,100,100,1953.12,220,COL,90,0.221881,N,ZERO-B,MR1EL2
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SCREENSAVE,MR1EL2
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SCREENSAVE,MR1EL2
1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Screen Save,MR1EL2
1,SE,NONE,NULL,2D,416.664,14,1,0,N,1,63.857304,1.5,5,100,100,122.109,200,ROW,90,0.605454,N,SAG T1,MR1EL2
1,SE,NONE,NULL,2D,416.664,14,1,0,N,1,63.857304,1.5,5,100,100,122.109,200,ROW,90,0.605454,N,SAG T1,MR1EL2
1,SE,NONE,NULL,2D,1500,144,1,0,N,8,63.857369,1.5,40,100,100,4.88281,220,ROW,90,0.108115,N,MRS PARIETAL GRAY,MR1EL2
1,SE,NONE,NULL,2D,1500,144,1,0,N,8,63.85737,1.5,40,100,100,4.88281,220,ROW,90,0.108115,N,MRS CENTRUM WHITE MATTER,MR1EL2
1,SE,NONE,NULL,2D,1500,144,1,0,N,8,63.857354,1.5,40,100,100,4.88281,220,ROW,90,0.108115,N,MRS BASAL GANGLIA,MR1EL2
1,NULL,NONE,NULL,2D,9000,86.5,1,0,N,1,63.857326,1.5,2.2,100,100,1953.12,220,COL,90,0.221881,N,ISO DIFFUSION TRUE AXIAL,MR1EL2
3,NULL,NONE,NULL,2D,9000,86.5,1,0,N,1,63.857326,1.5,2.2,100,100,1953.12,220,COL,90,0.221881,N,FA (color),MR1EL2
1,NULL,NONE,NULL,2D,9000,86.5,1,0,N,1,63.857326,1.5,2.2,100,100,1953.12,220,COL,90,0.221881,N,FA,MR1EL2
1,NULL,NONE,NULL,2D,9000,86.5,1,0,N,1,63.857326,1.5,2.2,100,100,1953.12,220,COL,90,0.221881,N,EXP,MR1EL2
1,NULL,NONE,NULL,2D,9000,86.5,1,0,N,1,63.857326,1.5,2.2,100,100,1953.12,220,COL,90,0.221881,N,DWI,MR1EL2
1,IR,SK,NULL,2D,10002,131.192,1,2200,N,0.5,63.857311,1.5,5,64.5833,100,162.734,200,ROW,90,0.5363,N,CORONAL flair,MR1EL2
1,SE,SK,NULL,2D,5466.66,107.424,12,0,N,2,63.857304,1.5,5,100,80,48.8281,220,ROW,90,0.4914,N,COR FSE T2(GENERALIZED-SEIZUR,MR1EL2
1,GR,NULL,FAST_GEMS,2D,150,1.448,1,0,N,1,63.857277,1.5,6,100,100,976.562,300,ROW,70,0.847759,N,Calibration Scan,MR1EL2
1,IR,SK,NULL,2D,10002,124.908,1,2200,N,0.5,63.857327,1.5,5,64.5833,100,162.734,200,ROW,90,0.3531,N,axial flair,MR1EL2
1,SE,SK,NULL,2D,5700,94.6,16,0,N,2,63.857304,1.5,4,100,75,44.375,200,ROW,90,0.6631,N,AX T2,MR1EL2
1,NULL,NONE,NULL,2D,9000,86.5,1,0,N,1,63.857326,1.5,2.2,100,100,1953.12,220,COL,90,0.221881,N,ADC,MR1EL2
1,GR,NULL,NULL,3D,32,8,1,0,N,1,63.857326,1.5,1.5,100,75,81.4062,220,ROW,25,0.136797,N,3D SPGR CORONAL,MR1EL2
1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3D,MR1EL2
1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3D,MR1EL2
1,NULL,NONE,NULL,2D,8500,86.5,1,0,N,1,63.8573,1.5,2.2,100,100,1953.12,220,COL,90,0.521497,N,ZERO-B,MR1EL2
1,SE,NONE,NULL,2D,400,14,1,0,N,1,63.857293,1.5,5,100,100,122.109,200,ROW,90,1.36057,N,SAG T1,MR1EL2
